# X , Y , E
1
0.0009225,-nan(ind),-nan(ind)
0.000968625,-nan(ind),-nan(ind)
0.00101706,-nan(ind),-nan(ind)
0.00106791,-nan(ind),-nan(ind)
0.0011213,-nan(ind),-nan(ind)
0.00117737,-nan(ind),-nan(ind)
0.00123624,-nan(ind),-nan(ind)
0.00129805,-nan(ind),-nan(ind)
0.00136295,-nan(ind),-nan(ind)
0.0014311,-nan(ind),-nan(ind)
0.00150266,-nan(ind),-nan(ind)
0.00157779,-nan(ind),-nan(ind)
0.00165668,-nan(ind),-nan(ind)
0.00173951,-nan(ind),-nan(ind)
0.00182649,-nan(ind),-nan(ind)
0.00191781,-nan(ind),-nan(ind)
0.0020137,-nan(ind),-nan(ind)
0.00211439,-nan(ind),-nan(ind)
0.00222011,-nan(ind),-nan(ind)
0.00233111,-nan(ind),-nan(ind)
0.00244767,-nan(ind),-nan(ind)
0.00257005,-nan(ind),-nan(ind)
0.00269855,-nan(ind),-nan(ind)
0.00283348,-nan(ind),-nan(ind)
0.00297515,-nan(ind),-nan(ind)
0.00312391,-nan(ind),-nan(ind)
0.00328011,-nan(ind),-nan(ind)
0.00344411,-nan(ind),-nan(ind)
0.00361632,-nan(ind),-nan(ind)
0.00379714,0,0
0.00398699,2.08384,1.55556
0.00418634,4.27736,0.810648
0.00439566,3.31386,0.509515
0.00461544,2.36602,0.286936
0.00484621,1.97602,0.205395
0.00508852,1.73175,0.158511
0.00534295,1.546,0.130511
0.0056101,1.10422,0.0967134
0.0058906,1.07403,0.0812846
0.00618513,0.870671,0.0646341
0.00649439,0.784265,0.0560862
0.00681911,0.699237,0.0487685
0.00716006,0.562473,0.0390139
0.00751807,0.500942,0.0339936
0.00789397,0.423851,0.0297249
0.00828867,0.342332,0.0247197
0.0087031,0.300807,0.0216937
0.00913826,0.248484,0.0185112
0.00959517,0.241658,0.0166577
0.0100749,0.203963,0.015281
0.0105787,0.180859,0.0136665
0.0111076,0.160186,0.0119521
0.011663,0.163642,0.0114726
0.0122461,0.123377,0.00963761
0.0128584,0.133324,0.00976217
0.0135014,0.105404,0.00845831
0.0141764,0.112431,0.00797009
0.0148853,0.109259,0.00764196
0.0156295,0.104449,0.00725408
0.016411,0.0828222,0.00629887
0.0172315,0.0938909,0.0064285
0.0180931,0.0880998,0.00602125
0.0189978,0.0860051,0.00576844
0.0199477,0.0720213,0.0052981
0.0209451,0.0791344,0.0054498
0.0219923,0.0777398,0.00534705
0.0230919,0.0739747,0.00545522
0.0242465,0.0677852,0.00534439
0.0254588,0.0755473,0.00554995
0.0267318,0.0780807,0.00559013
0.0280684,0.0702823,0.00578117
0.0294718,0.0598097,0.00586387
0.0309454,0.0577407,0.00609588
0.0324927,0.0618548,0.00710746
0.0341173,0.0683384,0.00785579
0.0358232,0.0598859,0.00813238
0.0376143,0.056054,0.00755521
0.039495,0.0751492,0.00716598
0.0414698,0.0732451,0.00629794
0.0435433,0.0681849,0.00503338
0.0457204,0.0689049,0.00436032
0.0480065,0.0704411,0.00366241
0.0504068,0.0659698,0.00325571
0.0529271,0.0673009,0.00282969
0.0555735,0.0665467,0.00241592
0.0583521,0.0639743,0.00206536
0.0612697,0.0660526,0.00184731
0.0643332,0.0587582,0.00154875
0.0675499,0.0610577,0.0014163
0.0709274,0.0595084,0.00127447
0.0744738,0.0594052,0.00115372
0.0781974,0.058055,0.00104545
0.0821073,0.0565204,0.000954064
0.0862127,0.057465,0.000889917
0.0905233,0.0554355,0.000819547
0.0950495,0.0539653,0.000759927
0.099802,0.0548989,0.000729355
0.104792,0.0539229,0.000691347
0.110032,0.0537318,0.000671514
0.115533,0.0517161,0.000643408
0.12131,0.0513913,0.000629248
0.127375,0.0498199,0.000610819
0.133744,0.050009,0.000609205
0.140431,0.0488918,0.000606726
0.147453,0.0468231,0.000600535
0.154826,0.0473747,0.000615682
0.162567,0.0469197,0.00063328
0.170695,0.0455078,0.000652288
0.17923,0.0438677,0.000673661
0.188191,0.0426325,0.00070699
0.197601,0.0415735,0.000759599
0.207481,0.0404189,0.000829782
0.217855,0.0394756,0.000952933
0.228748,0.0403143,0.00117888
0.240185,0.0384739,0.00163705
0.252195,0.0366985,0.00272722
0.264804,0.039264,0.00743649
0.278045,0,0
0.291947,-nan(ind),-nan(ind)
0.306544,-nan(ind),-nan(ind)
0.321871,-nan(ind),-nan(ind)
0.337965,-nan(ind),-nan(ind)
0.354863,-nan(ind),-nan(ind)
0.372606,-nan(ind),-nan(ind)
0.391237,-nan(ind),-nan(ind)
0.410798,-nan(ind),-nan(ind)
0.431338,-nan(ind),-nan(ind)
0.452905,-nan(ind),-nan(ind)
0.475551,-nan(ind),-nan(ind)
0.499328,-nan(ind),-nan(ind)
0.524294,-nan(ind),-nan(ind)
0.550509,-nan(ind),-nan(ind)
0.571968,-nan(ind),-nan(ind)
